"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"16","Prabhudheva gears for Salman Khan’s upcoming ‘Dabangg 3’- Punjab Star https://t.co/GvZqhSgyYX",FALSE,0,NA,2019-01-28 16:23:43,FALSE,NA,"1089921976209195009",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","punjabstar",0,FALSE,FALSE,NA,NA
"17","RT @mystery0725: Prabhudheva gears for #Dabangg3 || https://t.co/o7MHx5p2fo
#SalmanKhan",FALSE,0,NA,2019-01-28 15:55:54,FALSE,NA,"1089914976465289216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IamKabuliwala",28,TRUE,FALSE,NA,NA
"18","RT @Vijaykarnataka: <U+0CA8><U+0C9F> <U+0CAA><U+0CCD><U+0CB0><U+0CAD><U+0CC1><U+0CA6><U+0CC7><U+0CB5><U+0CBE> <U+0C95><U+0CB0><U+0CCD><U+0CA8><U+0CBE><U+0C9F><U+0C95><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0C8F><U+0CA8><U+0CC1> <U+0CAE><U+0CBE><U+0CA1><U+0CBF><U+0CA6><U+0CCD><U+0CA6><U+0CBE><U+0CB0><U+0CC6>? <U+0C8E><U+0C82><U+0CA6> <U+0C9F><U+0CCD><U+0CB5><U+0CBF><U+0C9F><U+0CB0><U+0CBF><U+0C97><U+0CB0><U+0CC1>
   #ShivakumaraSwami https://t.co/FyyuezhPn2",FALSE,0,NA,2019-01-28 15:51:30,FALSE,NA,"1089913867168374785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","incmandyaa",9,TRUE,FALSE,NA,NA
"19","RT @Vijaykarnataka: <U+0CA8><U+0C9F> <U+0CAA><U+0CCD><U+0CB0><U+0CAD><U+0CC1><U+0CA6><U+0CC7><U+0CB5><U+0CBE> <U+0C95><U+0CB0><U+0CCD><U+0CA8><U+0CBE><U+0C9F><U+0C95><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0C8F><U+0CA8><U+0CC1> <U+0CAE><U+0CBE><U+0CA1><U+0CBF><U+0CA6><U+0CCD><U+0CA6><U+0CBE><U+0CB0><U+0CC6>? <U+0C8E><U+0C82><U+0CA6> <U+0C9F><U+0CCD><U+0CB5><U+0CBF><U+0C9F><U+0CB0><U+0CBF><U+0C97><U+0CB0><U+0CC1>
   #ShivakumaraSwami https://t.co/FyyuezhPn2",FALSE,0,NA,2019-01-28 15:35:29,FALSE,NA,"1089909837658415104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RaghuB69434622",9,TRUE,FALSE,NA,NA
"20","Swag awaiting<f0><U+009F><U+0098><U+008E><f0><U+009F><U+00A4><U+0098>
@mohanshakti @prabhudheva 
.
.
.
#3iscoming #mohanshakti #shaktimohan #teamshakti #prabhusir… https://t.co/0x6SlHRLeL",FALSE,12,NA,2019-01-28 15:33:34,TRUE,NA,"1089909355208527872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","purely_shaktian",0,FALSE,FALSE,NA,NA
"21","RT @mystery0725: Prabhudheva gears for #Dabangg3 || https://t.co/o7MHx5p2fo
#SalmanKhan",FALSE,0,NA,2019-01-28 14:57:04,FALSE,NA,"1089900170232369152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","being_ansari",28,TRUE,FALSE,NA,NA
"22","Prabhudheva on being conferred with Padma Shri: I feel extremely honoured https://t.co/GJ3pUreIpP",FALSE,0,NA,2019-01-28 14:47:16,FALSE,NA,"1089897703654518784",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","SumitNSingh",0,FALSE,FALSE,NA,NA
"23","Prabhudheva gears for Salman Khan's upcoming 'Dabangg 3' - https://t.co/dWYVqNs8C2   #CinemaShowbiz https://t.co/uH6M24cEzU",FALSE,0,NA,2019-01-28 14:32:45,FALSE,NA,"1089894048314388485",NA,"<a href=""https://www.punjabupdate.com"" rel=""nofollow"">PB Update</a>","Punjabupdate",0,FALSE,FALSE,NA,NA
"24","#KODAMBAKKAM: Prabhudheva extremely honored on being conferred Padma Shri award. https://t.co/mN7kMU5Jro",FALSE,1,NA,2019-01-28 12:35:35,FALSE,NA,"1089864563967909888",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","spiceofi",1,FALSE,FALSE,NA,NA
"25","Padma Shri @PDdancing Gears For Dabangg 3
https://t.co/pBReZPthJe https://t.co/op6XY0hewj",FALSE,0,NA,2019-01-28 12:15:45,FALSE,NA,"1089859575036006400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","skjbolly",0,FALSE,FALSE,NA,NA
"26","RT @mystery0725: Prabhudheva gears for #Dabangg3 || https://t.co/o7MHx5p2fo
#SalmanKhan",FALSE,0,NA,2019-01-28 10:59:11,FALSE,NA,"1089840302947483649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeingRufana_SK",28,TRUE,FALSE,NA,NA
"27","RT @SalmanKhanHolic: <U+2605> @PDdancing gears for #Dabangg3! “I have five different projects in Tamil as an actor which are in various stages of…",FALSE,0,NA,2019-01-28 10:51:13,FALSE,NA,"1089838301668958208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nassallu",15,TRUE,FALSE,NA,NA
"28","RT @connectajitcpr: Prabhudheva on being conferred with #PadmaShri: I feel extremely honoured 

~Movies News https://t.co/N63oIzX5or",FALSE,0,NA,2019-01-28 10:32:51,FALSE,NA,"1089833678551769088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I_Shubham1993",6,TRUE,FALSE,NA,NA
"29","RT @Vijaykarnataka: <U+0CA8><U+0C9F> <U+0CAA><U+0CCD><U+0CB0><U+0CAD><U+0CC1><U+0CA6><U+0CC7><U+0CB5><U+0CBE> <U+0C95><U+0CB0><U+0CCD><U+0CA8><U+0CBE><U+0C9F><U+0C95><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0C8F><U+0CA8><U+0CC1> <U+0CAE><U+0CBE><U+0CA1><U+0CBF><U+0CA6><U+0CCD><U+0CA6><U+0CBE><U+0CB0><U+0CC6>? <U+0C8E><U+0C82><U+0CA6> <U+0C9F><U+0CCD><U+0CB5><U+0CBF><U+0C9F><U+0CB0><U+0CBF><U+0C97><U+0CB0><U+0CC1>
   #ShivakumaraSwami https://t.co/FyyuezhPn2",FALSE,0,NA,2019-01-28 10:29:22,FALSE,NA,"1089832802424578048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sanju38764113",9,TRUE,FALSE,NA,NA
"30","RT @Vijaykarnataka: <U+0CA8><U+0C9F> <U+0CAA><U+0CCD><U+0CB0><U+0CAD><U+0CC1><U+0CA6><U+0CC7><U+0CB5><U+0CBE> <U+0C95><U+0CB0><U+0CCD><U+0CA8><U+0CBE><U+0C9F><U+0C95><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0C8F><U+0CA8><U+0CC1> <U+0CAE><U+0CBE><U+0CA1><U+0CBF><U+0CA6><U+0CCD><U+0CA6><U+0CBE><U+0CB0><U+0CC6>? <U+0C8E><U+0C82><U+0CA6> <U+0C9F><U+0CCD><U+0CB5><U+0CBF><U+0C9F><U+0CB0><U+0CBF><U+0C97><U+0CB0><U+0CC1>
   #ShivakumaraSwami https://t.co/FyyuezhPn2",FALSE,0,NA,2019-01-28 10:14:52,FALSE,NA,"1089829151689732096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gangusmile_VK",9,TRUE,FALSE,NA,NA
"31","RT @Vijaykarnataka: <U+0CA8><U+0C9F> <U+0CAA><U+0CCD><U+0CB0><U+0CAD><U+0CC1><U+0CA6><U+0CC7><U+0CB5><U+0CBE> <U+0C95><U+0CB0><U+0CCD><U+0CA8><U+0CBE><U+0C9F><U+0C95><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0C8F><U+0CA8><U+0CC1> <U+0CAE><U+0CBE><U+0CA1><U+0CBF><U+0CA6><U+0CCD><U+0CA6><U+0CBE><U+0CB0><U+0CC6>? <U+0C8E><U+0C82><U+0CA6> <U+0C9F><U+0CCD><U+0CB5><U+0CBF><U+0C9F><U+0CB0><U+0CBF><U+0C97><U+0CB0><U+0CC1>
   #ShivakumaraSwami https://t.co/FyyuezhPn2",FALSE,0,NA,2019-01-28 09:57:31,FALSE,NA,"1089824786547728384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","molakalmuru",9,TRUE,FALSE,NA,NA
"32","RT @Vijaykarnataka: <U+0CA8><U+0C9F> <U+0CAA><U+0CCD><U+0CB0><U+0CAD><U+0CC1><U+0CA6><U+0CC7><U+0CB5><U+0CBE> <U+0C95><U+0CB0><U+0CCD><U+0CA8><U+0CBE><U+0C9F><U+0C95><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0C8F><U+0CA8><U+0CC1> <U+0CAE><U+0CBE><U+0CA1><U+0CBF><U+0CA6><U+0CCD><U+0CA6><U+0CBE><U+0CB0><U+0CC6>? <U+0C8E><U+0C82><U+0CA6> <U+0C9F><U+0CCD><U+0CB5><U+0CBF><U+0C9F><U+0CB0><U+0CBF><U+0C97><U+0CB0><U+0CC1>
   #ShivakumaraSwami https://t.co/FyyuezhPn2",FALSE,0,NA,2019-01-28 09:44:27,FALSE,NA,"1089821496304902144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SGNSSU",9,TRUE,FALSE,NA,NA
"33","RT @Vijaykarnataka: <U+0CA8><U+0C9F> <U+0CAA><U+0CCD><U+0CB0><U+0CAD><U+0CC1><U+0CA6><U+0CC7><U+0CB5><U+0CBE> <U+0C95><U+0CB0><U+0CCD><U+0CA8><U+0CBE><U+0C9F><U+0C95><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0C8F><U+0CA8><U+0CC1> <U+0CAE><U+0CBE><U+0CA1><U+0CBF><U+0CA6><U+0CCD><U+0CA6><U+0CBE><U+0CB0><U+0CC6>? <U+0C8E><U+0C82><U+0CA6> <U+0C9F><U+0CCD><U+0CB5><U+0CBF><U+0C9F><U+0CB0><U+0CBF><U+0C97><U+0CB0><U+0CC1>
   #ShivakumaraSwami https://t.co/FyyuezhPn2",FALSE,0,NA,2019-01-28 09:30:57,FALSE,NA,"1089818100655185920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Shankar_Gowda",9,TRUE,FALSE,NA,NA
"34","RT @SalmanKhanHolic: <U+2605> @PDdancing gears for #Dabangg3! “I have five different projects in Tamil as an actor which are in various stages of…",FALSE,0,NA,2019-01-28 09:20:37,FALSE,NA,"1089815501218480128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","antonette_souza",15,TRUE,FALSE,NA,NA
"35","RT @Vijaykarnataka: <U+0CA8><U+0C9F> <U+0CAA><U+0CCD><U+0CB0><U+0CAD><U+0CC1><U+0CA6><U+0CC7><U+0CB5><U+0CBE> <U+0C95><U+0CB0><U+0CCD><U+0CA8><U+0CBE><U+0C9F><U+0C95><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0C8F><U+0CA8><U+0CC1> <U+0CAE><U+0CBE><U+0CA1><U+0CBF><U+0CA6><U+0CCD><U+0CA6><U+0CBE><U+0CB0><U+0CC6>? <U+0C8E><U+0C82><U+0CA6> <U+0C9F><U+0CCD><U+0CB5><U+0CBF><U+0C9F><U+0CB0><U+0CBF><U+0C97><U+0CB0><U+0CC1>
   #ShivakumaraSwami https://t.co/FyyuezhPn2",FALSE,0,NA,2019-01-28 09:18:30,FALSE,NA,"1089814966956220416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sukamuni",9,TRUE,FALSE,NA,NA
"36","<U+0CA8><U+0C9F> <U+0CAA><U+0CCD><U+0CB0><U+0CAD><U+0CC1><U+0CA6><U+0CC7><U+0CB5><U+0CBE> <U+0C95><U+0CB0><U+0CCD><U+0CA8><U+0CBE><U+0C9F><U+0C95><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0C8F><U+0CA8><U+0CC1> <U+0CAE><U+0CBE><U+0CA1><U+0CBF><U+0CA6><U+0CCD><U+0CA6><U+0CBE><U+0CB0><U+0CC6>? <U+0C8E><U+0C82><U+0CA6> <U+0C9F><U+0CCD><U+0CB5><U+0CBF><U+0C9F><U+0CB0><U+0CBF><U+0C97><U+0CB0><U+0CC1>
   #ShivakumaraSwami https://t.co/FyyuezhPn2",FALSE,28,NA,2019-01-28 09:06:35,FALSE,NA,"1089811967215366144",NA,"<a href=""http://www.toi.in"" rel=""nofollow"">cmssocialservice</a>","Vijaykarnataka",9,FALSE,FALSE,NA,NA
"37","RT @connectajitcpr: Prabhudheva on being conferred with #PadmaShri: I feel extremely honoured 

~Movies News https://t.co/N63oIzX5or",FALSE,0,NA,2019-01-28 08:42:54,FALSE,NA,"1089806009487355904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bhaweshkj",6,TRUE,FALSE,NA,NA
"38","RT @SalmanKhanHolic: <U+2605> @PDdancing gears for #Dabangg3! “I have five different projects in Tamil as an actor which are in various stages of…",FALSE,0,NA,2019-01-28 08:40:59,FALSE,NA,"1089805523921264640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AuteYash",15,TRUE,FALSE,NA,NA
"39","RT @mystery0725: Prabhudheva: “I have 5 different projects in Tamil as an actor which are in  various stages of completion. And, I’ve to fi…",FALSE,0,NA,2019-01-28 08:37:26,FALSE,NA,"1089804632841367552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShakilSayyed15",17,TRUE,FALSE,NA,NA
"40","RT @mystery0725: Prabhudheva gears for #Dabangg3 || https://t.co/o7MHx5p2fo
#SalmanKhan",FALSE,0,NA,2019-01-28 08:36:16,FALSE,NA,"1089804336270458880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShakilSayyed15",28,TRUE,FALSE,NA,NA
"41","RT @SalmanKhanHolic: <U+2605> @PDdancing gears for #Dabangg3! “I have five different projects in Tamil as an actor which are in various stages of…",FALSE,0,NA,2019-01-28 08:34:19,FALSE,NA,"1089803847998963712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShakilSayyed15",15,TRUE,FALSE,NA,NA
"42","RT @mystery0725: Prabhudheva: “I have 5 different projects in Tamil as an actor which are in  various stages of completion. And, I’ve to fi…",FALSE,0,NA,2019-01-28 08:05:54,FALSE,NA,"1089796698069757952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeingJayadev",17,TRUE,FALSE,NA,NA
"43","RT @Iftykhan15: “I am working hard to ensure Dabangg 3 turns out as effective as the previous Dabangg films. Salman Khan and Arbaaz Khan ha…",FALSE,0,NA,2019-01-28 08:03:18,FALSE,NA,"1089796041413664768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeingJayadev",8,TRUE,FALSE,NA,NA
"44","RT @SalmanKhanHolic: <U+2605> @PDdancing gears for #Dabangg3! “I have five different projects in Tamil as an actor which are in various stages of…",FALSE,0,NA,2019-01-28 07:59:24,FALSE,NA,"1089795059409661953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeingJayadev",15,TRUE,FALSE,NA,NA
"45","RT @mystery0725: Prabhudheva gears for #Dabangg3 || https://t.co/o7MHx5p2fo
#SalmanKhan",FALSE,0,NA,2019-01-28 07:55:56,FALSE,NA,"1089794186323390465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeingJayadev",28,TRUE,FALSE,NA,NA
"46","RT @SalmanKhanHolic: <U+2605> @PDdancing gears for #Dabangg3! “I have five different projects in Tamil as an actor which are in various stages of…",FALSE,0,NA,2019-01-28 07:33:51,FALSE,NA,"1089788628895559680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mansoorisalman4",15,TRUE,FALSE,NA,NA
"47","RT @SalmanKhanHolic: <U+2605> @PDdancing gears for #Dabangg3! “I have five different projects in Tamil as an actor which are in various stages of…",FALSE,0,NA,2019-01-28 07:14:33,FALSE,NA,"1089783773036597249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neelikhan",15,TRUE,FALSE,NA,NA
"48","RT @mystery0725: Prabhudheva gears for #Dabangg3 || https://t.co/o7MHx5p2fo
#SalmanKhan",FALSE,0,NA,2019-01-28 07:10:16,FALSE,NA,"1089782696346247168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeingKalptaru",28,TRUE,FALSE,NA,NA
"49","On getting the prestigious prize #PadmaShri in 2019, Prabhudeva expressed his feelings on being conferred the same.

https://t.co/5tItDxlh8W",FALSE,5,NA,2019-01-28 07:03:00,FALSE,NA,"1089780866304352256",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WIONews",0,FALSE,FALSE,NA,NA
"50","RT @mystery0725: Prabhudheva gears for #Dabangg3 || https://t.co/o7MHx5p2fo
#SalmanKhan",FALSE,0,NA,2019-01-28 06:58:06,FALSE,NA,"1089779634944630785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ItzEnaya_",28,TRUE,FALSE,NA,NA
